# Species	Genes	Alg.-Conn.	GCF_000007045.1	GCF_000014365.1	GCF_000018965.1	GCF_000018985.1	GCF_000019005.1	GCF_000019025.1	GCF_000019265.1	GCF_000019825.1	GCF_000019985.1	GCF_000196595.1
10	10	0.907	NP_359019.1	WP_000422599.1	WP_000422599.1	WP_000422597.1	WP_000422409.1	WP_000422605.1	WP_000422606.1	WP_000422599.1	WP_000422605.1	WP_000422599.1
10	10	0.884	NP_357778.1	WP_000423414.1	WP_000423414.1	WP_000423414.1	WP_000423414.1	WP_000423422.1	WP_000423422.1	WP_000423422.1	WP_000423418.1	WP_000423422.1
10	10	0.9	NP_359621.1	WP_000424263.1	WP_000424275.1	WP_000424277.1	WP_000424262.1	WP_000424257.1	WP_000424271.1	WP_000424271.1	WP_000424272.1	WP_000424257.1
9	9	0.879	NP_357709.1	WP_000424414.1	WP_000424473.1	*	WP_000424407.1	WP_000424474.1	WP_000424474.1	WP_000424474.1	WP_000424478.1	WP_000424474.1
10	10	0.904	NP_358212.1	WP_000425158.1	WP_000425160.1	WP_000425158.1	WP_000425162.1	WP_000425158.1	WP_000425154.1	WP_000425158.1	WP_000425158.1	WP_000425158.1
10	10	0.91	NP_359542.1	WP_000432750.1	WP_000432764.1	WP_000432771.1	WP_000432756.1	WP_000432755.1	WP_000432800.1	WP_000428058.1	WP_000432798.1	WP_000432755.1
10	10	0.9	NP_359584.1	WP_000357847.1	WP_000357847.1	WP_000357837.1	WP_000357847.1	WP_000357847.1	WP_000357847.1	WP_000357836.1	WP_000357844.1	WP_000357847.1
10	10	0.898	NP_359447.1	WP_000345135.1	WP_000345132.1	WP_000345122.1	WP_000345116.1	WP_000345119.1	WP_000345126.1	WP_000345101.1	WP_000345133.1	WP_000345119.1
9	9	0.942	*	WP_000346297.1	WP_000346297.1	WP_000346297.1	WP_000346297.1	WP_000346297.1	WP_000346297.1	WP_000346297.1	WP_000346297.1	WP_000346297.1
10	10	0.897	NP_358937.1	WP_000348128.1	WP_000348122.1	WP_000348125.1	WP_000348122.1	WP_000348122.1	WP_000348122.1	WP_000348122.1	WP_000348122.1	WP_000348122.1
10	10	0.852	NP_359116.1	WP_000254912.1	WP_000254921.1	WP_000254914.1	WP_000254908.1	WP_000348971.1	WP_000348978.1	WP_000348976.1	WP_000254913.1	WP_000254914.1
10	10	0.903	NP_359283.1	WP_000351907.1	WP_000351907.1	WP_000351907.1	WP_000351907.1	WP_000351913.1	WP_000351907.1	WP_000351906.1	WP_000351912.1	WP_000351913.1
10	10	0.9	NP_359571.1	WP_000351967.1	WP_000351967.1	WP_000351967.1	WP_000351967.1	WP_000351967.1	WP_000351967.1	WP_000351967.1	WP_000351967.1	WP_000351967.1
10	10	0.898	NP_358185.1	WP_000354338.1	WP_000354336.1	WP_000354338.1	WP_000354336.1	WP_000354336.1	WP_000354336.1	WP_000354347.1	WP_000354336.1	WP_000354336.1
9	9	0.913	NP_357812.1	*	WP_000354904.1	WP_000354904.1	WP_000354898.1	WP_000354918.1	WP_000354917.1	WP_000354897.1	WP_041170892.1	WP_000354920.1
10	10	0.9	NP_358523.1	WP_000356090.1	WP_000356092.1	WP_000356094.1	WP_000356089.1	WP_000356094.1	WP_000356089.1	WP_000356095.1	WP_000356094.1	WP_000356094.1
5	5	0.946	*	*	WP_001005881.1	WP_001005881.1	*	*	WP_001005886.1	WP_000344536.1	WP_001005887.1	*
10	10	0.902	NP_359373.1	WP_000358027.1	WP_000358028.1	WP_000358028.1	WP_000358028.1	WP_000358028.1	WP_000358028.1	WP_000358031.1	WP_000358028.1	WP_000358028.1
10	10	0.908	NP_358431.1	WP_000358228.1	WP_000358228.1	WP_000358228.1	WP_000358228.1	WP_000358228.1	WP_000358228.1	WP_000358228.1	WP_000358228.1	WP_000358228.1
10	10	0.592	NP_358059.1	WP_000358817.1	WP_000358817.1	WP_000358815.1	WP_000358812.1	WP_000358814.1	WP_000358817.1	WP_000358815.1	WP_000358814.1	WP_000358814.1
10	10	0.9	NP_358956.1	WP_000359036.1	WP_000359036.1	WP_000359036.1	WP_000359036.1	WP_000359036.1	WP_000359036.1	WP_000359036.1	WP_000359036.1	WP_000359036.1
10	10	0.9	NP_358402.1	WP_000359137.1	WP_000359104.1	WP_000359154.1	WP_000359137.1	WP_000359141.1	WP_000359147.1	WP_000359143.1	WP_000359134.1	WP_000359141.1
10	10	0.904	NP_357858.1	WP_000359282.1	WP_000359299.1	WP_000359295.1	WP_000359282.1	WP_000359269.1	WP_000359281.1	WP_000359302.1	WP_000359268.1	WP_000359284.1
8	8	0.909	NP_358019.1	WP_000359747.1	WP_000359739.1	*	WP_000359734.1	WP_000359753.1	WP_000359743.1	WP_000359748.1	*	WP_000359753.1
10	10	0.901	NP_359057.1	WP_000360053.1	WP_000360071.1	WP_000360035.1	WP_000360056.1	WP_000360048.1	WP_000360078.1	WP_000360069.1	WP_000360050.1	WP_000360048.1
8	8	0.641	NP_359392.1	WP_000333257.1	WP_000333250.1	WP_000333255.1	WP_000429597.1	*	WP_000333257.1	WP_000333257.1	WP_000333257.1	*
6	6	0.951	*	*	WP_000291699.1	*	*	WP_000291699.1	WP_012291617.1	WP_000291699.1	WP_000291699.1	WP_000291699.1
7	7	0.524	*	WP_000291826.1	WP_000291826.1	WP_000291826.1	WP_000291826.1	*	WP_000647591.1	WP_000291826.1	WP_000291826.1	*
10	10	0.89	NP_359090.1	WP_000323372.1	WP_000323365.1	WP_000221029.1	WP_000323365.1	WP_000323365.1	WP_000323365.1	WP_000323371.1	WP_000323365.1	WP_000323365.1
6	6	0.953	*	*	*	*	WP_000331160.1	WP_000331160.1	WP_000331161.1	WP_000331160.1	WP_000331160.1	WP_000331160.1
10	10	0.894	NP_359224.1	WP_000331283.1	WP_000331293.1	WP_000331284.1	WP_000331296.1	WP_000331287.1	WP_000331298.1	WP_000331289.1	WP_000331298.1	WP_000331287.1
10	10	0.905	NP_357810.1	WP_000331493.1	WP_000331493.1	WP_000331493.1	WP_000331493.1	WP_000331493.1	WP_000331493.1	WP_000331493.1	WP_000331493.1	WP_000331493.1
10	10	0.904	NP_358574.1	WP_000331928.1	WP_000331928.1	WP_000331928.1	WP_000331928.1	WP_000331928.1	WP_000331928.1	WP_000331928.1	WP_000331928.1	WP_000331928.1
10	10	0.899	NP_357719.1	WP_000331983.1	WP_000331980.1	WP_000331980.1	WP_000331961.1	WP_000331983.1	WP_000331980.1	WP_000331983.1	WP_000331974.1	WP_000331983.1
10	10	0.907	NP_358842.1	WP_000360301.1	WP_000360302.1	WP_000360301.1	WP_000360292.1	WP_000360316.1	WP_000360300.1	WP_000360301.1	WP_000360298.1	WP_000360316.1
10	10	0.902	NP_358030.1	WP_000333647.1	WP_000333651.1	WP_000333647.1	WP_000333653.1	WP_000333653.1	WP_000333653.1	WP_000333646.1	WP_000333647.1	WP_000333653.1
10	10	0.904	NP_357839.1	WP_000334246.1	WP_000334259.1	WP_000334246.1	WP_000334260.1	WP_000334255.1	WP_000334264.1	WP_000334268.1	WP_000334277.1	WP_000334247.1
10	10	0.733	NP_358147.1	WP_000335592.1	WP_000335602.1	WP_000335612.1	WP_000335620.1	WP_000335608.1	WP_000335636.1	WP_000335632.1	WP_000335592.1	WP_000335612.1
10	10	0.902	NP_358158.1	WP_000338723.1	WP_000338716.1	WP_000338716.1	WP_000338716.1	WP_000338720.1	WP_000338716.1	WP_000338717.1	WP_000338720.1	WP_000338720.1
10	10	0.9	NP_358986.1	WP_000339028.1	WP_000339024.1	WP_000339024.1	WP_000339022.1	WP_000339034.1	WP_000339023.1	WP_000339030.1	WP_000339018.1	WP_000339034.1
6	6	0.95	*	*	*	*	WP_000342539.1	WP_000342539.1	WP_000342539.1	WP_000342539.1	WP_000342539.1	WP_000342539.1
5	5	0.774	*	WP_000114427.1	WP_000343113.1	WP_000114427.1	*	*	WP_000114422.1	WP_000343113.1	*	*
7	7	0.741	*	WP_001013647.1	*	WP_000358338.1	*	WP_000343581.1	WP_001291066.1	WP_000343585.1	WP_000358336.1	WP_001291065.1
10	10	0.904	NP_357890.1	WP_000381739.1	WP_000381739.1	WP_000381739.1	WP_000381737.1	WP_000381733.1	WP_000381734.1	WP_000381736.1	WP_000381739.1	WP_000381734.1
10	10	0.903	NP_359412.1	WP_000376736.1	WP_000376736.1	WP_000376736.1	WP_000376736.1	WP_000376736.1	WP_000376736.1	WP_000376736.1	WP_000376743.1	WP_000376736.1
10	10	0.901	NP_359615.1	WP_000377893.1	WP_000377892.1	WP_000377893.1	WP_000377893.1	WP_000377893.1	WP_000377893.1	WP_000377893.1	WP_000377893.1	WP_000377893.1
10	10	0.894	NP_358464.1	WP_000378153.1	WP_000378157.1	WP_000378159.1	WP_000378166.1	WP_000378154.1	WP_000378157.1	WP_000378157.1	WP_000378166.1	WP_000378154.1
10	10	0.899	NP_358277.1	WP_000379621.1	WP_000379621.1	WP_000379621.1	WP_000379621.1	WP_000379621.1	WP_000379621.1	WP_000379623.1	WP_000379621.1	WP_000379621.1
4	4	0.975	*	*	*	WP_000380543.1	*	*	WP_000380544.1	WP_000380544.1	WP_000380539.1	*
9	9	0.769	*	WP_000380701.1	WP_000380705.1	WP_000380703.1	WP_000380704.1	WP_000380707.1	WP_000380700.1	WP_000380699.1	WP_000380710.1	WP_000380707.1
10	10	0.896	NP_357862.1	WP_000380915.1	WP_000380916.1	WP_000380924.1	WP_000380924.1	WP_000380925.1	WP_000380924.1	WP_000380916.1	WP_000380924.1	WP_000380924.1
3	3	0.583	*	*	*	WP_000565276.1	*	*	WP_000381520.1	WP_000381524.1	*	*
10	10	0.897	NP_357933.1	WP_000373458.1	WP_000373458.1	WP_000373459.1	WP_000373458.1	WP_000373456.1	WP_000373457.1	WP_000373453.1	WP_000373457.1	WP_000373457.1
10	10	0.896	NP_358925.1	WP_001099678.1	WP_001099680.1	WP_001099688.1	WP_001099682.1	WP_001099684.1	WP_001099672.1	WP_000382060.1	WP_001099675.1	WP_001099684.1
9	9	0.916	NP_358218.1	WP_000384085.1	WP_000384084.1	WP_029645453.1	WP_029705518.1	WP_000384082.1	WP_029658594.1	WP_000384088.1	*	WP_000384082.1
10	10	0.899	NP_358011.1	WP_000384133.1	WP_000384133.1	WP_000384133.1	WP_000384133.1	WP_000262362.1	WP_000384133.1	WP_000384133.1	WP_000384133.1	WP_000262362.1
10	10	0.9	NP_357970.1	WP_000386347.1	WP_000386347.1	WP_000386347.1	WP_000386347.1	WP_000386346.1	WP_000386347.1	WP_000386347.1	WP_000386347.1	WP_000386346.1
10	10	0.912	NP_358450.1	WP_000387330.1	WP_000387328.1	WP_000387333.1	WP_000387352.1	WP_000387336.1	WP_000387336.1	WP_000387338.1	WP_000387344.1	WP_000387328.1
4	4	0.917	*	*	*	*	WP_000398567.1	*	WP_000387514.1	WP_000387513.1	WP_000387510.1	*
4	4	0.94	*	*	*	WP_000387940.1	*	*	WP_000387941.1	WP_000387941.1	WP_000387941.1	*
10	10	0.903	NP_359564.1	WP_000388526.1	WP_000388548.1	WP_000388547.1	WP_000388541.1	WP_000388538.1	WP_000388551.1	WP_000388559.1	WP_000388558.1	WP_000388538.1
10	10	0.902	NP_357629.1	WP_000366378.1	WP_000366342.1	WP_000366378.1	WP_000366352.1	WP_000366375.1	WP_000366376.1	WP_000366343.1	WP_000366348.1	WP_000366375.1
10	10	0.903	NP_359111.1	WP_000360334.1	WP_000360333.1	WP_000360334.1	WP_000360331.1	WP_000360355.1	WP_000360333.1	WP_000360338.1	WP_000360349.1	WP_000360345.1
10	10	0.91	NP_359454.1	WP_000360630.1	WP_041170972.1	WP_000360611.1	WP_000360613.1	WP_000360626.1	WP_000360609.1	WP_000360624.1	WP_000360611.1	WP_000360626.1
9	9	0.907	NP_358166.1	WP_000361076.1	WP_000361077.1	WP_000361078.1	WP_000361073.1	WP_000361085.1	WP_000361076.1	WP_000361073.1	*	WP_000361085.1
10	10	0.902	NP_357640.1	WP_000361172.1	WP_000361193.1	WP_000361215.1	WP_000361197.1	WP_000361166.1	WP_000361191.1	WP_000361233.1	WP_000361173.1	WP_000361217.1
10	10	0.91	NP_358767.1	WP_000362440.1	WP_000362443.1	WP_000362435.1	WP_000362438.1	WP_000362440.1	WP_000362435.1	WP_000362438.1	WP_000362438.1	WP_000362440.1
10	10	0.9	NP_358069.1	WP_000363002.1	WP_000363002.1	WP_000363002.1	WP_000363002.1	WP_000363002.1	WP_000363002.1	WP_000363002.1	WP_000363002.1	WP_000363002.1
10	10	0.915	NP_359289.1	WP_000364990.1	WP_000364990.1	WP_000364990.1	WP_000364990.1	WP_000364990.1	WP_000364990.1	WP_000364990.1	WP_000364990.1	WP_000364990.1
10	10	0.873	NP_359344.1	WP_000366091.1	WP_000366087.1	WP_000366087.1	WP_000366092.1	WP_000366087.1	WP_000366086.1	WP_000366086.1	WP_000366093.1	WP_000366087.1
4	4	0.97	*	*	*	WP_000191781.1	*	*	WP_000191788.1	WP_000191786.1	WP_000191784.1	*
10	10	0.902	NP_358413.1	WP_000366713.1	WP_000366722.1	WP_000366713.1	WP_000366722.1	WP_000366713.1	WP_000366722.1	WP_000366728.1	WP_000366713.1	WP_000366713.1
10	10	0.894	NP_358535.1	WP_000368174.1	WP_000368174.1	WP_001058283.1	WP_000368174.1	WP_000368174.1	WP_000368174.1	WP_000368174.1	WP_000368174.1	WP_000368174.1
10	10	0.895	NP_358079.1	WP_000368737.1	WP_000368737.1	WP_000368737.1	WP_000368737.1	WP_000368737.1	WP_000368737.1	WP_000368733.1	WP_000368737.1	WP_000368737.1
7	7	0.959	*	*	WP_000369578.1	WP_000369575.1	*	WP_000369578.1	WP_000369578.1	WP_000369578.1	WP_000369579.1	WP_000369578.1
10	10	0.904	NP_358623.1	WP_000370258.1	WP_000370239.1	WP_000370252.1	WP_000370249.1	WP_000370265.1	WP_000370242.1	WP_000370257.1	WP_000370271.1	WP_000370240.1
10	10	0.902	NP_359288.1	WP_000370376.1	WP_000370376.1	WP_000370376.1	WP_000370376.1	WP_000370376.1	WP_000370376.1	WP_000370372.1	WP_000370376.1	WP_000370376.1
10	10	0.92	NP_358920.1	WP_000371287.1	WP_000371287.1	WP_000371287.1	WP_000371293.1	WP_000371287.1	WP_000371288.1	WP_000371287.1	WP_000371293.1	WP_000371287.1
10	10	0.912	NP_357863.1	WP_000372525.1	WP_000372533.1	WP_000372536.1	WP_000372531.1	WP_000372542.1	WP_000372534.1	WP_000372531.1	WP_000372536.1	WP_000372536.1
10	10	0.91	NP_357845.1	WP_000071396.1	WP_000071398.1	WP_000071395.1	WP_000071369.1	WP_000071380.1	WP_000071372.1	WP_000071406.1	WP_000071407.1	WP_000071424.1
10	10	0.902	NP_358893.1	WP_000065723.1	WP_000065723.1	WP_000065720.1	WP_000065693.1	WP_000065723.1	WP_000065723.1	WP_000065723.1	WP_000065728.1	WP_000065723.1
10	10	0.898	NP_358823.1	WP_000065990.1	WP_000065988.1	WP_000065988.1	WP_000065988.1	WP_000065994.1	WP_000065990.1	WP_000065990.1	WP_000065990.1	WP_000065988.1
10	10	0.862	NP_359573.1	WP_000066732.1	WP_012677121.1	WP_000066729.1	WP_000066732.1	WP_000066731.1	WP_000066733.1	WP_000066742.1	WP_000066743.1	WP_000066731.1
4	4	0.973	*	*	*	WP_000067168.1	*	*	WP_000067168.1	WP_000067168.1	WP_000067169.1	*
10	10	0.904	NP_359433.1	WP_000067852.1	WP_000067855.1	WP_000067859.1	WP_000067860.1	WP_000067860.1	WP_000067865.1	WP_000067876.1	WP_000067864.1	WP_000067860.1
10	10	0.901	NP_358952.1	WP_000068050.1	WP_000068050.1	WP_000068050.1	WP_000068050.1	WP_000068050.1	WP_000068050.1	WP_000068050.1	WP_000068050.1	WP_000068050.1
10	10	0.89	NP_358516.1	WP_000068144.1	WP_000068146.1	WP_000068143.1	WP_000068146.1	WP_000068143.1	WP_000068144.1	WP_000068143.1	WP_000068143.1	WP_000068143.1
10	10	0.899	NP_358987.1	WP_000068664.1	WP_000068664.1	WP_000068664.1	WP_000068664.1	WP_000068664.1	WP_000068664.1	WP_000068667.1	WP_000068664.1	WP_000068664.1
8	8	0.79	NP_357732.1	WP_001283045.1	WP_000069866.1	WP_000069860.1	WP_001283046.1	*	WP_012291580.1	WP_000069870.1	WP_000069858.1	*
10	10	0.907	NP_358132.1	WP_000065637.1	WP_000065637.1	WP_000065634.1	WP_000065633.1	WP_000065637.1	WP_000065630.1	WP_000065636.1	WP_000065637.1	WP_000065637.1
10	10	0.896	NP_359574.1	WP_000071459.1	WP_000071468.1	WP_000071468.1	WP_000071468.1	WP_000071462.1	WP_000071468.1	WP_000071468.1	WP_000071468.1	WP_000071462.1
10	10	0.904	NP_358895.1	WP_000071672.1	WP_000071661.1	WP_000071674.1	WP_000071665.1	WP_000071678.1	WP_000071680.1	WP_000071689.1	WP_000071672.1	WP_000071678.1
10	10	0.901	NP_359624.1	WP_000073428.1	WP_000073428.1	WP_000073428.1	WP_000073428.1	WP_000073428.1	WP_000073428.1	WP_000073434.1	WP_000073428.1	WP_000073428.1
10	10	0.531	NP_358376.1	WP_000073937.1	WP_000073932.1	WP_000073931.1	WP_000073931.1	WP_000073927.1	WP_000073945.1	WP_000073939.1	WP_000073937.1	WP_000073927.1
10	10	0.899	NP_357751.1	WP_000075798.1	WP_000075789.1	WP_000075789.1	WP_000075789.1	WP_000075789.1	WP_000075789.1	WP_000075794.1	WP_000075789.1	WP_000075789.1
10	10	0.901	NP_357866.1	WP_000075973.1	WP_000075973.1	WP_000075973.1	WP_000075966.1	WP_000075966.1	WP_000075973.1	WP_000075973.1	WP_000075973.1	WP_000075973.1
10	10	0.897	NP_359157.1	WP_000076161.1	WP_000076185.1	WP_000076185.1	WP_000076185.1	WP_000076188.1	WP_000076185.1	WP_000076185.1	WP_000076185.1	WP_000076188.1
10	10	0.904	NP_357627.1	WP_000076479.1	WP_000076483.1	WP_000076479.1	WP_000076480.1	WP_000076479.1	WP_000076500.1	WP_000076473.1	WP_000076479.1	WP_000076479.1
9	9	0.575	NP_359115.1	*	WP_000057484.1	WP_000057490.1	WP_000057484.1	WP_000078521.1	WP_000057487.1	WP_000057478.1	WP_000057490.1	WP_000057490.1
10	10	0.904	NP_358966.1	WP_000048090.1	WP_000048088.1	WP_000048113.1	WP_000048087.1	WP_000048090.1	WP_001127121.1	WP_000048090.1	WP_000048090.1	WP_000048090.1
10	10	0.902	NP_359488.1	WP_000049767.1	WP_000049768.1	WP_000049768.1	WP_000049768.1	WP_000049768.1	WP_000049768.1	WP_000049768.1	WP_000049768.1	WP_000049768.1
10	10	0.902	NP_357877.1	WP_000050748.1	WP_000050748.1	WP_000050748.1	WP_000050748.1	WP_000050748.1	WP_000050748.1	WP_000050748.1	WP_000050748.1	WP_000050748.1
9	9	0.861	NP_358978.1	WP_000051195.1	WP_000051198.1	WP_000051196.1	WP_000051195.1	WP_000051195.1	WP_000051201.1	WP_000051195.1	*	WP_000051195.1
10	10	0.901	NP_358188.1	WP_000051787.1	WP_000051787.1	WP_000051787.1	WP_000051787.1	WP_000051787.1	WP_000051787.1	WP_000051787.1	WP_000051787.1	WP_000051787.1
10	10	0.905	NP_359101.1	WP_000053385.1	WP_000053385.1	WP_000053387.1	WP_000053386.1	WP_000053388.1	WP_000053390.1	WP_000053388.1	WP_000053385.1	WP_000053385.1
10	10	0.902	NP_359152.1	WP_000054201.1	WP_000054201.1	WP_000055451.1	WP_000055451.1	WP_000054201.1	WP_000054201.1	WP_000055452.1	WP_000055451.1	WP_000054201.1
10	10	0.878	NP_357801.1	WP_000057241.1	WP_000057241.1	WP_000057241.1	WP_000057241.1	WP_000057241.1	WP_000057240.1	WP_000057241.1	WP_000057240.1	WP_000057241.1
10	10	0.909	NP_359226.1	WP_000076536.1	WP_000076511.1	WP_000076536.1	WP_000076548.1	WP_000076535.1	WP_000076545.1	WP_000076548.1	WP_000076548.1	WP_000076535.1
10	10	0.907	NP_358869.1	WP_000058033.1	WP_000058031.1	WP_000058033.1	WP_000058033.1	WP_000058033.1	WP_000058038.1	WP_000058027.1	WP_000058033.1	WP_000058033.1
10	10	0.9	NP_358568.1	WP_000058147.1	WP_000058195.1	WP_000058193.1	WP_000058196.1	WP_000058198.1	WP_000058183.1	WP_000058187.1	WP_000058201.1	WP_000058198.1
10	10	0.904	NP_359185.1	WP_000060169.1	WP_000060169.1	WP_000060169.1	WP_000060169.1	WP_000060169.1	WP_000060169.1	WP_000060169.1	WP_000060169.1	WP_000060169.1
10	10	0.896	NP_358578.2	WP_000061648.1	WP_000061642.1	WP_000061646.1	WP_000061644.1	WP_000061646.1	WP_023931670.1	WP_000061641.1	WP_000061641.1	WP_000061646.1
10	10	0.896	NP_358257.1	WP_000114808.1	WP_000062214.1	WP_000062219.1	WP_000062216.1	WP_000062221.1	WP_000062219.1	WP_000062231.1	WP_000062219.1	WP_000062221.1
10	10	0.9	NP_359217.1	WP_000064115.1	WP_000064115.1	WP_000064115.1	WP_000064115.1	WP_000064115.1	WP_000064115.1	WP_000064115.1	WP_000064115.1	WP_000064115.1
10	10	0.895	NP_358485.1	WP_000064394.1	WP_000064405.1	WP_000064401.1	WP_000064410.1	WP_000064415.1	WP_000064404.1	WP_000064417.1	WP_000064402.1	WP_000064415.1
10	10	0.903	NP_358310.1	WP_000064821.1	WP_000064821.1	WP_000064817.1	WP_000064821.1	WP_000064821.1	WP_000064821.1	WP_000064821.1	WP_000064815.1	WP_000064821.1
10	10	0.902	NP_358953.1	WP_000094354.1	WP_000094360.1	WP_000094360.1	WP_000094360.1	WP_000094364.1	WP_000094354.1	WP_000094363.1	WP_000094360.1	WP_000094364.1
10	10	0.903	NP_358414.1	WP_000088780.1	WP_000088777.1	WP_000088782.1	WP_000088773.1	WP_000088782.1	WP_000088771.1	WP_000088777.1	WP_000088782.1	WP_000088782.1
10	10	0.895	NP_358109.1	WP_000089991.1	WP_000089953.1	WP_000089976.1	WP_000089982.1	WP_001277841.1	WP_000089979.1	WP_000089979.1	WP_000089990.1	WP_001277841.1
10	10	0.904	NP_357844.1	WP_000090344.1	WP_000090344.1	WP_000090346.1	WP_000090356.1	WP_000090347.1	WP_000090353.1	WP_000090344.1	WP_000090347.1	WP_000090344.1
10	10	0.91	NP_359104.1	WP_000090397.1	WP_000090397.1	WP_000090397.1	WP_000090397.1	WP_000090397.1	WP_000090401.1	WP_000090397.1	WP_000090397.1	WP_000090397.1
10	10	0.546	NP_357908.1	WP_000091085.1	WP_000086436.1	WP_000091072.1	WP_000091069.1	WP_000091077.1	WP_000091050.1	WP_000091078.1	WP_000091066.1	WP_000091091.1
4	4	0.308	*	*	WP_000199095.1	*	*	WP_000252742.1	WP_000199095.1	WP_000091874.1	*	*
10	10	0.902	NP_357672.1	WP_000092756.1	WP_000092756.1	WP_000092756.1	WP_000092756.1	WP_000092756.1	WP_000092756.1	WP_000092756.1	WP_000092756.1	WP_000092756.1
5	5	0.643	*	*	WP_041170981.1	*	WP_000093672.1	*	WP_000093686.1	WP_000093676.1	WP_000093679.1	*
10	10	0.901	NP_359025.1	WP_000087897.1	WP_000087897.1	WP_000087897.1	WP_000087897.1	WP_000087891.1	WP_000087897.1	WP_000087897.1	WP_000087907.1	WP_000087897.1
8	8	0.95	*	*	WP_000094613.1	WP_000094616.1	WP_000094620.1	WP_000094616.1	WP_000094613.1	WP_000094621.1	WP_000094616.1	WP_000094616.1
10	10	0.91	NP_359509.1	WP_000095484.1	WP_000095485.1	WP_000095485.1	WP_000095482.1	WP_000095486.1	WP_000095489.1	WP_000095468.1	WP_000095478.1	WP_000095486.1
10	10	0.903	NP_358715.1	WP_000096129.1	WP_000096155.1	WP_000096143.1	WP_000096168.1	WP_000096139.1	WP_000096137.1	WP_000096129.1	WP_000096161.1	WP_000096139.1
8	8	0.889	NP_357685.1	WP_000096185.1	*	WP_000096208.1	*	WP_000096202.1	WP_000096198.1	WP_000096202.1	WP_000096198.1	WP_000096202.1
10	10	0.899	NP_357648.1	WP_000099031.1	WP_000099023.1	WP_000099019.1	WP_000099033.1	WP_000099073.1	WP_000099055.1	WP_000099021.1	WP_000099034.1	WP_000099073.1
10	10	0.903	NP_358220.1	WP_000102460.1	WP_000102460.1	WP_000102469.1	WP_000102462.1	WP_000102455.1	WP_000102462.1	WP_000102460.1	WP_000102463.1	WP_000102455.1
10	10	0.896	NP_359297.1	WP_000103700.1	WP_000103700.1	WP_000103700.1	WP_000103700.1	WP_000103702.1	WP_000103700.1	WP_000103700.1	WP_000103697.1	WP_000103702.1
10	10	0.904	NP_358032.1	WP_000105242.1	WP_000105242.1	WP_000105234.1	WP_000105242.1	WP_000105242.1	WP_000105240.1	WP_000105232.1	WP_000105242.1	WP_000105242.1
10	10	0.901	NP_357967.1	WP_000079358.1	WP_000079361.1	WP_000079358.1	WP_000079354.1	WP_000079355.1	WP_000079361.1	WP_000079366.1	WP_000079358.1	WP_000079355.1
10	10	0.903	NP_359582.1	WP_000076776.1	WP_000076779.1	WP_000076776.1	WP_000076773.1	WP_000076776.1	WP_000076774.1	WP_000076768.1	WP_000076776.1	WP_000076776.1
10	10	0.907	NP_357763.1	WP_000078022.1	WP_000078029.1	WP_000078029.1	WP_000078029.1	WP_000078022.1	WP_000078025.1	WP_000078028.1	WP_000078031.1	WP_000078022.1
10	10	0.885	NP_358142.1	WP_000078140.1	WP_000078143.1	WP_000078149.1	WP_000078149.1	WP_000078149.1	WP_000078149.1	WP_000078149.1	WP_000078149.1	WP_000078149.1
4	4	0.973	*	*	*	WP_000078475.1	*	*	WP_000078475.1	WP_000078475.1	WP_000078473.1	*
10	10	0.91	NP_358178.1	WP_000078572.1	WP_000078576.1	WP_000078572.1	WP_000078580.1	WP_000078568.1	WP_000078583.1	WP_000078572.1	WP_000078572.1	WP_000078568.1
10	10	0.9	NP_359325.1	WP_000078805.1	WP_000078805.1	WP_000078805.1	WP_000078810.1	WP_000078804.1	WP_000078805.1	WP_000078805.1	WP_000078805.1	WP_000078804.1
10	10	0.899	NP_358691.1	WP_000078846.1	WP_000078846.1	WP_000078846.1	WP_000078846.1	WP_000078847.1	WP_000078846.1	WP_000078847.1	WP_000078846.1	WP_000078847.1
10	10	0.9	NP_359402.1	WP_000079154.1	WP_000079148.1	WP_000079148.1	WP_000079154.1	WP_000079148.1	WP_000079148.1	WP_000079148.1	WP_000079148.1	WP_000079148.1
10	10	0.904	NP_358864.1	WP_000048055.1	WP_000048055.1	WP_000048055.1	WP_000048055.1	WP_000048055.1	WP_000048055.1	WP_000048055.1	WP_000048055.1	WP_000048055.1
10	10	0.906	NP_359014.1	WP_000080996.1	WP_000081011.1	WP_000080998.1	WP_000081003.1	WP_000081004.1	WP_000081002.1	WP_000081042.1	WP_000081011.1	WP_000081004.1
10	10	0.902	NP_359271.1	WP_000082887.1	WP_000082875.1	WP_000082887.1	WP_000082879.1	WP_000082895.1	WP_000082876.1	WP_000082875.1	WP_000082889.1	WP_000082879.1
10	10	0.9	NP_359333.1	WP_000083614.1	WP_000083614.1	WP_000083614.1	WP_000083614.1	WP_000083614.1	WP_000083614.1	WP_000083616.1	WP_000083614.1	WP_000083614.1
10	10	0.905	NP_358438.1	WP_000083698.1	WP_000083729.1	WP_000083731.1	WP_000083731.1	WP_000083726.1	WP_000083698.1	WP_000083698.1	WP_000083696.1	WP_000083731.1
10	10	0.9	NP_359389.1	WP_000085022.1	WP_000085022.1	WP_000085025.1	WP_000085004.1	WP_000085024.1	WP_000085020.1	WP_000085020.1	WP_000085022.1	WP_000085024.1
10	10	0.902	NP_357743.1	WP_000085677.1	WP_000085677.1	WP_000085657.1	WP_000085687.1	WP_000085654.1	WP_000085685.1	WP_000085658.1	WP_000085666.1	WP_000085677.1
